Service Prefix,Action,Combined
ec2,ProvisionByoipCidr,ec2:ProvisionByoipCidr
ec2,ProvisionIpamPoolCidr,ec2:ProvisionIpamPoolCidr
ec2,ProvisionPublicIpv4PoolCidr,ec2:ProvisionPublicIpv4PoolCidr
ec2,PurchaseHostReservation,ec2:PurchaseHostReservation
ec2,PurchaseReservedInstancesOffering,ec2:PurchaseReservedInstancesOffering
ec2,PurchaseScheduledInstances,ec2:PurchaseScheduledInstances
ec2,PutResourcePolicy,ec2:PutResourcePolicy
ec2,RebootInstances,ec2:RebootInstances
ec2,RegisterImage,ec2:RegisterImage
ec2,RegisterInstanceEventNotificationAttributes,ec2:RegisterInstanceEventNotificationAttributes
ec2,RegisterTransitGatewayMulticastGroupMembers,ec2:RegisterTransitGatewayMulticastGroupMembers
ec2,RegisterTransitGatewayMulticastGroupSources,ec2:RegisterTransitGatewayMulticastGroupSources
ec2,RejectTransitGatewayMulticastDomainAssociations,ec2:RejectTransitGatewayMulticastDomainAssociations
ec2,RejectTransitGatewayPeeringAttachment,ec2:RejectTransitGatewayPeeringAttachment
ec2,RejectTransitGatewayVpcAttachment,ec2:RejectTransitGatewayVpcAttachment
ec2,RejectVpcEndpointConnections,ec2:RejectVpcEndpointConnections
ec2,RejectVpcPeeringConnection,ec2:RejectVpcPeeringConnection
ec2,ReleaseAddress,ec2:ReleaseAddress
ec2,ReleaseHosts,ec2:ReleaseHosts
ec2,ReleaseIpamPoolAllocation,ec2:ReleaseIpamPoolAllocation
ec2,ReplaceIamInstanceProfileAssociation,ec2:ReplaceIamInstanceProfileAssociation
ec2,ReplaceNetworkAclAssociation,ec2:ReplaceNetworkAclAssociation
ec2,ReplaceNetworkAclEntry,ec2:ReplaceNetworkAclEntry
ec2,ReplaceRoute,ec2:ReplaceRoute
ec2,ReplaceRouteTableAssociation,ec2:ReplaceRouteTableAssociation
ec2,ReplaceTransitGatewayRoute,ec2:ReplaceTransitGatewayRoute
ec2,ReportInstanceStatus,ec2:ReportInstanceStatus
ec2,RequestSpotFleet,ec2:RequestSpotFleet
ec2,RequestSpotInstances,ec2:RequestSpotInstances
ec2,ResetAddressAttribute,ec2:ResetAddressAttribute
ec2,ResetEbsDefaultKmsKeyId,ec2:ResetEbsDefaultKmsKeyId
ec2,ResetFpgaImageAttribute,ec2:ResetFpgaImageAttribute
ec2,ResetImageAttribute,ec2:ResetImageAttribute
ec2,ResetInstanceAttribute,ec2:ResetInstanceAttribute
ec2,ResetNetworkInterfaceAttribute,ec2:ResetNetworkInterfaceAttribute
ec2,ResetSnapshotAttribute,ec2:ResetSnapshotAttribute
ec2,RestoreAddressToClassic,ec2:RestoreAddressToClassic
ec2,RestoreImageFromRecycleBin,ec2:RestoreImageFromRecycleBin
ec2,RestoreManagedPrefixListVersion,ec2:RestoreManagedPrefixListVersion
ec2,RestoreSnapshotFromRecycleBin,ec2:RestoreSnapshotFromRecycleBin
ec2,RestoreSnapshotTier,ec2:RestoreSnapshotTier
ec2,RevokeClientVpnIngress,ec2:RevokeClientVpnIngress
ec2,RevokeSecurityGroupEgress,ec2:RevokeSecurityGroupEgress
ec2,RevokeSecurityGroupIngress,ec2:RevokeSecurityGroupIngress
ec2,RunInstances,ec2:RunInstances
ec2,RunScheduledInstances,ec2:RunScheduledInstances
ec2,SearchLocalGatewayRoutes,ec2:SearchLocalGatewayRoutes
ec2,SearchTransitGatewayMulticastGroups,ec2:SearchTransitGatewayMulticastGroups
ec2,SearchTransitGatewayRoutes,ec2:SearchTransitGatewayRoutes
ec2,SendDiagnosticInterrupt,ec2:SendDiagnosticInterrupt
ec2,SendSpotInstanceInterruptions,ec2:SendSpotInstanceInterruptions
ec2,StartInstances,ec2:StartInstances
ec2,StartNetworkInsightsAccessScopeAnalysis,ec2:StartNetworkInsightsAccessScopeAnalysis
ec2,StartNetworkInsightsAnalysis,ec2:StartNetworkInsightsAnalysis
ec2,StartVpcEndpointServicePrivateDnsVerification,ec2:StartVpcEndpointServicePrivateDnsVerification
ec2,StopInstances,ec2:StopInstances
ec2,TerminateClientVpnConnections,ec2:TerminateClientVpnConnections
ec2,TerminateInstances,ec2:TerminateInstances
ec2,UnassignIpv6Addresses,ec2:UnassignIpv6Addresses
ec2,UnassignPrivateIpAddresses,ec2:UnassignPrivateIpAddresses
ec2,UnassignPrivateNatGatewayAddress,ec2:UnassignPrivateNatGatewayAddress
ec2,UnmonitorInstances,ec2:UnmonitorInstances
ec2,UpdateSecurityGroupRuleDescriptionsEgress,ec2:UpdateSecurityGroupRuleDescriptionsEgress
ec2,UpdateSecurityGroupRuleDescriptionsIngress,ec2:UpdateSecurityGroupRuleDescriptionsIngress
ec2,WithdrawByoipCidr,ec2:WithdrawByoipCidr
autoscaling,AttachInstances,autoscaling:AttachInstances
autoscaling,AttachLoadBalancerTargetGroups,autoscaling:AttachLoadBalancerTargetGroups
autoscaling,AttachLoadBalancers,autoscaling:AttachLoadBalancers
autoscaling,AttachTrafficSources,autoscaling:AttachTrafficSources
autoscaling,BatchDeleteScheduledAction,autoscaling:BatchDeleteScheduledAction
autoscaling,BatchPutScheduledUpdateGroupAction,autoscaling:BatchPutScheduledUpdateGroupAction
autoscaling,CancelInstanceRefresh,autoscaling:CancelInstanceRefresh
autoscaling,CompleteLifecycleAction,autoscaling:CompleteLifecycleAction
autoscaling,CreateAutoScalingGroup,autoscaling:CreateAutoScalingGroup
autoscaling,CreateLaunchConfiguration,autoscaling:CreateLaunchConfiguration
autoscaling,CreateOrUpdateTags,autoscaling:CreateOrUpdateTags
autoscaling,DeleteAutoScalingGroup,autoscaling:DeleteAutoScalingGroup
autoscaling,DeleteLaunchConfiguration,autoscaling:DeleteLaunchConfiguration
autoscaling,DeleteLifecycleHook,autoscaling:DeleteLifecycleHook
autoscaling,DeleteNotificationConfiguration,autoscaling:DeleteNotificationConfiguration
autoscaling,DeletePolicy,autoscaling:DeletePolicy
autoscaling,DeleteScheduledAction,autoscaling:DeleteScheduledAction
autoscaling,DeleteTags,autoscaling:DeleteTags
autoscaling,DeleteWarmPool,autoscaling:DeleteWarmPool
autoscaling,DescribeAccountLimits,autoscaling:DescribeAccountLimits
autoscaling,DescribeAdjustmentTypes,autoscaling:DescribeAdjustmentTypes
autoscaling,DescribeAutoScalingGroups,autoscaling:DescribeAutoScalingGroups
autoscaling,DescribeAutoScalingInstances,autoscaling:DescribeAutoScalingInstances
autoscaling,DescribeAutoScalingNotificationTypes,autoscaling:DescribeAutoScalingNotificationTypes
autoscaling,DescribeInstanceRefreshes,autoscaling:DescribeInstanceRefreshes
autoscaling,DescribeLaunchConfigurations,autoscaling:DescribeLaunchConfigurations
autoscaling,DescribeLifecycleHookTypes,autoscaling:DescribeLifecycleHookTypes
autoscaling,DescribeLifecycleHooks,autoscaling:DescribeLifecycleHooks
autoscaling,DescribeLoadBalancerTargetGroups,autoscaling:DescribeLoadBalancerTargetGroups
autoscaling,DescribeLoadBalancers,autoscaling:DescribeLoadBalancers
autoscaling,DescribeMetricCollectionTypes,autoscaling:DescribeMetricCollectionTypes
autoscaling,DescribeNotificationConfigurations,autoscaling:DescribeNotificationConfigurations
autoscaling,DescribePolicies,autoscaling:DescribePolicies
autoscaling,DescribeScalingActivities,autoscaling:DescribeScalingActivities
autoscaling,DescribeScalingProcessTypes,autoscaling:DescribeScalingProcessTypes
autoscaling,DescribeScheduledActions,autoscaling:DescribeScheduledActions
autoscaling,DescribeTags,autoscaling:DescribeTags
autoscaling,DescribeTerminationPolicyTypes,autoscaling:DescribeTerminationPolicyTypes
autoscaling,DescribeTrafficSources,autoscaling:DescribeTrafficSources
autoscaling,DescribeWarmPool,autoscaling:DescribeWarmPool
autoscaling,DetachInstances,autoscaling:DetachInstances
autoscaling,DetachLoadBalancerTargetGroups,autoscaling:DetachLoadBalancerTargetGroups
autoscaling,DetachLoadBalancers,autoscaling:DetachLoadBalancers
autoscaling,DetachTrafficSources,autoscaling:DetachTrafficSources
autoscaling,DisableMetricsCollection,autoscaling:DisableMetricsCollection
autoscaling,EnableMetricsCollection,autoscaling:EnableMetricsCollection
autoscaling,EnterStandby,autoscaling:EnterStandby
autoscaling,ExecutePolicy,autoscaling:ExecutePolicy
autoscaling,ExitStandby,autoscaling:ExitStandby
autoscaling,GetPredictiveScalingForecast,autoscaling:GetPredictiveScalingForecast
autoscaling,PutLifecycleHook,autoscaling:PutLifecycleHook
autoscaling,PutNotificationConfiguration,autoscaling:PutNotificationConfiguration
autoscaling,PutScalingPolicy,autoscaling:PutScalingPolicy
autoscaling,PutScheduledUpdateGroupAction,autoscaling:PutScheduledUpdateGroupAction
autoscaling,PutWarmPool,autoscaling:PutWarmPool
autoscaling,RecordLifecycleActionHeartbeat,autoscaling:RecordLifecycleActionHeartbeat
autoscaling,ResumeProcesses,autoscaling:ResumeProcesses
autoscaling,RollbackInstanceRefresh,autoscaling:RollbackInstanceRefresh
autoscaling,SetDesiredCapacity,autoscaling:SetDesiredCapacity
autoscaling,SetInstanceHealth,autoscaling:SetInstanceHealth
autoscaling,SetInstanceProtection,autoscaling:SetInstanceProtection
autoscaling,StartInstanceRefresh,autoscaling:StartInstanceRefresh
autoscaling,SuspendProcesses,autoscaling:SuspendProcesses
autoscaling,TerminateInstanceInAutoScalingGroup,autoscaling:TerminateInstanceInAutoScalingGroup
autoscaling,UpdateAutoScalingGroup,autoscaling:UpdateAutoScalingGroup
imagebuilder,CancelImageCreation,imagebuilder:CancelImageCreation
imagebuilder,CreateComponent,imagebuilder:CreateComponent
imagebuilder,CreateContainerRecipe,imagebuilder:CreateContainerRecipe
imagebuilder,CreateDistributionConfiguration,imagebuilder:CreateDistributionConfiguration
imagebuilder,CreateImage,imagebuilder:CreateImage
imagebuilder,CreateImagePipeline,imagebuilder:CreateImagePipeline
imagebuilder,CreateImageRecipe,imagebuilder:CreateImageRecipe
imagebuilder,CreateInfrastructureConfiguration,imagebuilder:CreateInfrastructureConfiguration
imagebuilder,DeleteComponent,imagebuilder:DeleteComponent
imagebuilder,DeleteContainerRecipe,imagebuilder:DeleteContainerRecipe
imagebuilder,DeleteDistributionConfiguration,imagebuilder:DeleteDistributionConfiguration
imagebuilder,DeleteImage,imagebuilder:DeleteImage
imagebuilder,DeleteImagePipeline,imagebuilder:DeleteImagePipeline
imagebuilder,DeleteImageRecipe,imagebuilder:DeleteImageRecipe
imagebuilder,DeleteInfrastructureConfiguration,imagebuilder:DeleteInfrastructureConfiguration
imagebuilder,GetComponent,imagebuilder:GetComponent
imagebuilder,GetComponentPolicy,imagebuilder:GetComponentPolicy
imagebuilder,GetContainerRecipe,imagebuilder:GetContainerRecipe
imagebuilder,GetContainerRecipePolicy,imagebuilder:GetContainerRecipePolicy
imagebuilder,GetDistributionConfiguration,imagebuilder:GetDistributionConfiguration
imagebuilder,GetImage,imagebuilder:GetImage
imagebuilder,GetImagePipeline,imagebuilder:GetImagePipeline
imagebuilder,GetImagePolicy,imagebuilder:GetImagePolicy
imagebuilder,GetImageRecipe,imagebuilder:GetImageRecipe
imagebuilder,GetImageRecipePolicy,imagebuilder:GetImageRecipePolicy
imagebuilder,GetInfrastructureConfiguration,imagebuilder:GetInfrastructureConfiguration
imagebuilder,ImportComponent,imagebuilder:ImportComponent
imagebuilder,ImportVmImage,imagebuilder:ImportVmImage
imagebuilder,ListComponentBuildVersions,imagebuilder:ListComponentBuildVersions
imagebuilder,ListComponents,imagebuilder:ListComponents
imagebuilder,ListContainerRecipes,imagebuilder:ListContainerRecipes
imagebuilder,ListDistributionConfigurations,imagebuilder:ListDistributionConfigurations
imagebuilder,ListImageBuildVersions,imagebuilder:ListImageBuildVersions
imagebuilder,ListImagePackages,imagebuilder:ListImagePackages
imagebuilder,ListImagePipelineImages,imagebuilder:ListImagePipelineImages
imagebuilder,ListImagePipelines,imagebuilder:ListImagePipelines
imagebuilder,ListImageRecipes,imagebuilder:ListImageRecipes
imagebuilder,ListImages,imagebuilder:ListImages
imagebuilder,ListInfrastructureConfigurations,imagebuilder:ListInfrastructureConfigurations
imagebuilder,ListTagsForResource,imagebuilder:ListTagsForResource
imagebuilder,PutComponentPolicy,imagebuilder:PutComponentPolicy
imagebuilder,PutContainerRecipePolicy,imagebuilder:PutContainerRecipePolicy
imagebuilder,PutImagePolicy,imagebuilder:PutImagePolicy
imagebuilder,PutImageRecipePolicy,imagebuilder:PutImageRecipePolicy
imagebuilder,StartImagePipelineExecution,imagebuilder:StartImagePipelineExecution
imagebuilder,TagResource,imagebuilder:TagResource
imagebuilder,UntagResource,imagebuilder:UntagResource
imagebuilder,UpdateDistributionConfiguration,imagebuilder:UpdateDistributionConfiguration
imagebuilder,UpdateImagePipeline,imagebuilder:UpdateImagePipeline
imagebuilder,UpdateInfrastructureConfiguration,imagebuilder:UpdateInfrastructureConfiguration
ec2-instance-connect,SendSSHPublicKey,ec2-instance-connect:SendSSHPublicKey
ec2-instance-connect,SendSerialConsoleSSHPublicKey,ec2-instance-connect:SendSerialConsoleSSHPublicKey
elasticbeanstalk,AbortEnvironmentUpdate,elasticbeanstalk:AbortEnvironmentUpdate
elasticbeanstalk,AddTags,elasticbeanstalk:AddTags
elasticbeanstalk,ApplyEnvironmentManagedAction,elasticbeanstalk:ApplyEnvironmentManagedAction
elasticbeanstalk,AssociateEnvironmentOperationsRole,elasticbeanstalk:AssociateEnvironmentOperationsRole
elasticbeanstalk,CheckDNSAvailability,elasticbeanstalk:CheckDNSAvailability
elasticbeanstalk,ComposeEnvironments,elasticbeanstalk:ComposeEnvironments
elasticbeanstalk,CreateApplication,elasticbeanstalk:CreateApplication
elasticbeanstalk,CreateApplicationVersion,elasticbeanstalk:CreateApplicationVersion
elasticbeanstalk,CreateConfigurationTemplate,elasticbeanstalk:CreateConfigurationTemplate
elasticbeanstalk,CreateEnvironment,elasticbeanstalk:CreateEnvironment
elasticbeanstalk,CreatePlatformVersion,elasticbeanstalk:CreatePlatformVersion
elasticbeanstalk,CreateStorageLocation,elasticbeanstalk:CreateStorageLocation
elasticbeanstalk,DeleteApplication,elasticbeanstalk:DeleteApplication
elasticbeanstalk,DeleteApplicationVersion,elasticbeanstalk:DeleteApplicationVersion
elasticbeanstalk,DeleteConfigurationTemplate,elasticbeanstalk:DeleteConfigurationTemplate
elasticbeanstalk,DeleteEnvironmentConfiguration,elasticbeanstalk:DeleteEnvironmentConfiguration
elasticbeanstalk,DeletePlatformVersion,elasticbeanstalk:DeletePlatformVersion
elasticbeanstalk,DescribeAccountAttributes,elasticbeanstalk:DescribeAccountAttributes
elasticbeanstalk,DescribeApplicationVersions,elasticbeanstalk:DescribeApplicationVersions
elasticbeanstalk,DescribeApplications,elasticbeanstalk:DescribeApplications
elasticbeanstalk,DescribeConfigurationOptions,elasticbeanstalk:DescribeConfigurationOptions
elasticbeanstalk,DescribeConfigurationSettings,elasticbeanstalk:DescribeConfigurationSettings
elasticbeanstalk,DescribeEnvironmentHealth,elasticbeanstalk:DescribeEnvironmentHealth
elasticbeanstalk,DescribeEnvironmentManagedActionHistory,elasticbeanstalk:DescribeEnvironmentManagedActionHistory
elasticbeanstalk,DescribeEnvironmentManagedActions,elasticbeanstalk:DescribeEnvironmentManagedActions
elasticbeanstalk,DescribeEnvironmentResources,elasticbeanstalk:DescribeEnvironmentResources
elasticbeanstalk,DescribeEnvironments,elasticbeanstalk:DescribeEnvironments
elasticbeanstalk,DescribeEvents,elasticbeanstalk:DescribeEvents
elasticbeanstalk,DescribeInstancesHealth,elasticbeanstalk:DescribeInstancesHealth
elasticbeanstalk,DescribePlatformVersion,elasticbeanstalk:DescribePlatformVersion
elasticbeanstalk,DisassociateEnvironmentOperationsRole,elasticbeanstalk:DisassociateEnvironmentOperationsRole
elasticbeanstalk,ListAvailableSolutionStacks,elasticbeanstalk:ListAvailableSolutionStacks
elasticbeanstalk,ListPlatformBranches,elasticbeanstalk:ListPlatformBranches
elasticbeanstalk,ListPlatformVersions,elasticbeanstalk:ListPlatformVersions
elasticbeanstalk,ListTagsForResource,elasticbeanstalk:ListTagsForResource
elasticbeanstalk,PutInstanceStatistics,elasticbeanstalk:PutInstanceStatistics
elasticbeanstalk,RebuildEnvironment,elasticbeanstalk:RebuildEnvironment
elasticbeanstalk,RemoveTags,elasticbeanstalk:RemoveTags
elasticbeanstalk,RequestEnvironmentInfo,elasticbeanstalk:RequestEnvironmentInfo
elasticbeanstalk,RestartAppServer,elasticbeanstalk:RestartAppServer
elasticbeanstalk,RetrieveEnvironmentInfo,elasticbeanstalk:RetrieveEnvironmentInfo
elasticbeanstalk,SwapEnvironmentCNAMEs,elasticbeanstalk:SwapEnvironmentCNAMEs
elasticbeanstalk,TerminateEnvironment,elasticbeanstalk:TerminateEnvironment
elasticbeanstalk,UpdateApplication,elasticbeanstalk:UpdateApplication
elasticbeanstalk,UpdateApplicationResourceLifecycle,elasticbeanstalk:UpdateApplicationResourceLifecycle
elasticbeanstalk,UpdateApplicationVersion,elasticbeanstalk:UpdateApplicationVersion
elasticbeanstalk,UpdateConfigurationTemplate,elasticbeanstalk:UpdateConfigurationTemplate
elasticbeanstalk,UpdateEnvironment,elasticbeanstalk:UpdateEnvironment
elasticbeanstalk,UpdateTagsForResource,elasticbeanstalk:UpdateTagsForResource
elasticbeanstalk,ValidateConfigurationSettings,elasticbeanstalk:ValidateConfigurationSettings
ebs,CompleteSnapshot,ebs:CompleteSnapshot
ebs,GetSnapshotBlock,ebs:GetSnapshotBlock
ebs,ListChangedBlocks,ebs:ListChangedBlocks
ebs,ListSnapshotBlocks,ebs:ListSnapshotBlocks
ebs,PutSnapshotBlock,ebs:PutSnapshotBlock
ebs,StartSnapshot,ebs:StartSnapshot
ecr,BatchCheckLayerAvailability,ecr:BatchCheckLayerAvailability
ecr,BatchDeleteImage,ecr:BatchDeleteImage
ecr,BatchGetImage,ecr:BatchGetImage
ecr,BatchGetRepositoryScanningConfiguration,ecr:BatchGetRepositoryScanningConfiguration
ecr,BatchImportUpstreamImage,ecr:BatchImportUpstreamImage
ecr,CompleteLayerUpload,ecr:CompleteLayerUpload
ecr,CreatePullThroughCacheRule,ecr:CreatePullThroughCacheRule
ecr,CreateRepository,ecr:CreateRepository
ecr,DeleteLifecyclePolicy,ecr:DeleteLifecyclePolicy
ecr,DeletePullThroughCacheRule,ecr:DeletePullThroughCacheRule
ecr,DeleteRegistryPolicy,ecr:DeleteRegistryPolicy
ecr,DeleteRepository,ecr:DeleteRepository
ecr,DeleteRepositoryPolicy,ecr:DeleteRepositoryPolicy
ecr,DescribeImageReplicationStatus,ecr:DescribeImageReplicationStatus
ecr,DescribeImageScanFindings,ecr:DescribeImageScanFindings
ecr,DescribeImages,ecr:DescribeImages
ecr,DescribePullThroughCacheRules,ecr:DescribePullThroughCacheRules
ecr,DescribeRegistry,ecr:DescribeRegistry
ecr,DescribeRepositories,ecr:DescribeRepositories
ecr,GetAuthorizationToken,ecr:GetAuthorizationToken
ecr,GetDownloadUrlForLayer,ecr:GetDownloadUrlForLayer
ecr,GetLifecyclePolicy,ecr:GetLifecyclePolicy
ecr,GetLifecyclePolicyPreview,ecr:GetLifecyclePolicyPreview
ecr,GetRegistryPolicy,ecr:GetRegistryPolicy
ecr,GetRegistryScanningConfiguration,ecr:GetRegistryScanningConfiguration
ecr,GetRepositoryPolicy,ecr:GetRepositoryPolicy
ecr,InitiateLayerUpload,ecr:InitiateLayerUpload
ecr,ListImages,ecr:ListImages
ecr,ListTagsForResource,ecr:ListTagsForResource
ecr,PutImage,ecr:PutImage
ecr,PutImageScanningConfiguration,ecr:PutImageScanningConfiguration
ecr,PutImageTagMutability,ecr:PutImageTagMutability
ecr,PutLifecyclePolicy,ecr:PutLifecyclePolicy
ecr,PutRegistryPolicy,ecr:PutRegistryPolicy
ecr,PutRegistryScanningConfiguration,ecr:PutRegistryScanningConfiguration
ecr,PutReplicationConfiguration,ecr:PutReplicationConfiguration
ecr,ReplicateImage,ecr:ReplicateImage
ecr,SetRepositoryPolicy,ecr:SetRepositoryPolicy
ecr,StartImageScan,ecr:StartImageScan
ecr,StartLifecyclePolicyPreview,ecr:StartLifecyclePolicyPreview
ecr,TagResource,ecr:TagResource
ecr,UntagResource,ecr:UntagResource
ecr,UploadLayerPart,ecr:UploadLayerPart
ecr-public,BatchCheckLayerAvailability,ecr-public:BatchCheckLayerAvailability
ecr-public,BatchDeleteImage,ecr-public:BatchDeleteImage
ecr-public,CompleteLayerUpload,ecr-public:CompleteLayerUpload
ecr-public,CreateRepository,ecr-public:CreateRepository
ecr-public,DeleteRepository,ecr-public:DeleteRepository
ecr-public,DeleteRepositoryPolicy,ecr-public:DeleteRepositoryPolicy
ecr-public,DescribeImageTags,ecr-public:DescribeImageTags
ecr-public,DescribeImages,ecr-public:DescribeImages
ecr-public,DescribeRegistries,ecr-public:DescribeRegistries
ecr-public,DescribeRepositories,ecr-public:DescribeRepositories
ecr-public,GetAuthorizationToken,ecr-public:GetAuthorizationToken
ecr-public,GetRegistryCatalogData,ecr-public:GetRegistryCatalogData
ecr-public,GetRepositoryCatalogData,ecr-public:GetRepositoryCatalogData
ecr-public,GetRepositoryPolicy,ecr-public:GetRepositoryPolicy
ecr-public,InitiateLayerUpload,ecr-public:InitiateLayerUpload
ecr-public,ListTagsForResource,ecr-public:ListTagsForResource
ecr-public,PutImage,ecr-public:PutImage
ecr-public,PutRegistryCatalogData,ecr-public:PutRegistryCatalogData
ecr-public,PutRepositoryCatalogData,ecr-public:PutRepositoryCatalogData
ecr-public,SetRepositoryPolicy,ecr-public:SetRepositoryPolicy
ecr-public,TagResource,ecr-public:TagResource
ecr-public,UntagResource,ecr-public:UntagResource
ecr-public,UploadLayerPart,ecr-public:UploadLayerPart
ecs,CreateCapacityProvider,ecs:CreateCapacityProvider
ecs,CreateCluster,ecs:CreateCluster
ecs,CreateService,ecs:CreateService
ecs,CreateTaskSet,ecs:CreateTaskSet
ecs,DeleteAccountSetting,ecs:DeleteAccountSetting
ecs,DeleteAttributes,ecs:DeleteAttributes
ecs,DeleteCapacityProvider,ecs:DeleteCapacityProvider
ecs,DeleteCluster,ecs:DeleteCluster
ecs,DeleteService,ecs:DeleteService
ecs,DeleteTaskDefinitions,ecs:DeleteTaskDefinitions
ecs,DeleteTaskSet,ecs:DeleteTaskSet
ecs,DeregisterContainerInstance,ecs:DeregisterContainerInstance
ecs,DeregisterTaskDefinition,ecs:DeregisterTaskDefinition
ecs,DescribeCapacityProviders,ecs:DescribeCapacityProviders
